Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Pct_Change,RSI,MA20,MA50,MA200
^GSPC,2020-01-01,9525.3,9807.7,9469.46,9797.49,9797.49,5532172,,,,,
^GSPC,2020-01-02,9797.49,9976.18,9796.85,9963.81,9963.81,6361718,1.6975776448866053,,,,
^GSPC,2020-01-03,9963.81,10044.57,9771.76,9835.25,9835.25,2886405,-1.2902694852671814,,,,
^GSPC,2020-01-06,9835.25,10116.26,9763.78,10084.8,10084.8,4677603,2.537302051295076,,,,
^GSPC,2020-01-07,10084.8,10142.11,9758.81,9821.15,9821.15,2001928,-2.614330477550364,,,,
^GSPC,2020-01-08,9821.15,9896.79,9539.18,9628.93,9628.93,7601876,-1.9572046043487723,,,,
^GSPC,2020-01-09,9628.93,9645.48,9372.63,9431.1,9431.1,1383277,-2.0545377316067315,,,,
^GSPC,2020-01-10,9431.1,9542.26,9344.73,9473.85,9473.85,4322815,0.45328752743583056,,,,
^GSPC,2020-01-13,9473.85,9496.43,9409.44,9472.54,9472.54,5235665,-0.013827535795896129,,,,
^GSPC,2020-01-14,9472.54,9515.99,9346.15,9422.96,9422.96,3010429,-0.5234076604585636,,,,
^GSPC,2020-01-15,9422.96,9602.11,9416.08,9577.04,9577.04,3144704,1.6351549831475687,,,,
^GSPC,2020-01-16,9577.04,9885.59,9529.56,9848.78,9848.78,221688,2.837411141647106,,,,
^GSPC,2020-01-17,9848.78,9932.4,9715.58,9797.94,9797.94,2171457,-0.5162060681627612,,,,
^GSPC,2020-01-20,9797.94,10120.79,9762.93,10041.24,10041.24,6968050,2.483175034752194,56.05821854821471,,,
^GSPC,2020-01-21,10041.24,10217.32,9957.98,10201.99,10201.99,8764033,1.600897897072473,59.30963691265282,,,
^GSPC,2020-01-22,10201.99,10204.18,10050.65,10073.67,10073.67,1287955,-1.2577938225777463,52.57346051497321,,,
^GSPC,2020-01-23,10073.67,10097.63,10002.13,10036.18,10036.18,817761,-0.37215830973219566,54.91653657366853,,,
^GSPC,2020-01-24,10036.18,10217.68,9994.81,10185.66,10185.66,5794880,1.4894113098808504,52.595016826700444,,,
^GSPC,2020-01-27,10185.66,10186.66,9935.59,9969.79,9969.79,9949531,-2.119352108748962,53.92074110025536,,,
^GSPC,2020-01-28,9969.79,9983.07,9913.57,9959.02,9959.02,8522786,-0.10802634759609075,59.6286119327231,9831.1595,,
^GSPC,2020-01-29,9959.02,10023.61,9688.01,9716.58,9716.58,7757589,-2.4343760731477593,58.116129912663745,9827.114,,
^GSPC,2020-01-30,9716.58,10012.74,9697.61,9920.66,9920.66,7390438,2.100327481480102,61.63537407880002,9824.9565,,
^GSPC,2020-01-31,9920.66,9992.92,9650.21,9669.98,9669.98,6904367,-2.5268480121282244,54.550525025121885,9816.693000000001,,
^GSPC,2020-02-03,9669.98,9674.62,9543.39,9600.36,9600.36,9330079,-0.719960124012653,54.05122724324723,9792.471,,
^GSPC,2020-02-04,9600.36,9621.9,9517.14,9530.52,9530.52,9876436,-0.7274727197730146,48.89512735011066,9777.9395,,
^GSPC,2020-02-05,9530.52,9627.21,9447.34,9533.06,9533.06,9806655,0.02665122154927868,41.40205444385133,9773.146,,
^GSPC,2020-02-06,9533.06,9782.94,9502.48,9689.9,9689.9,3075547,1.645221995875401,47.21836026405492,9786.086,,
^GSPC,2020-02-07,9689.9,9706.13,9457.69,9483.45,9483.45,4619299,-2.1305689429199415,35.36114887385378,9786.566,,
^GSPC,2020-02-10,9483.45,9547.73,9319.98,9410.52,9410.52,7423580,-0.7690239311642921,28.224612760337834,9783.465,,
^GSPC,2020-02-11,9410.52,9549.93,9339.56,9479.67,9479.67,8960316,0.7348159294066514,33.107531652049246,9786.300500000001,,
^GSPC,2020-02-12,9479.67,9551.94,9245.12,9294.66,9294.66,3995686,-1.9516502156720628,30.54468174424092,9772.1815,,
^GSPC,2020-02-13,9294.66,9563.34,9205.34,9489.86,9489.86,4835262,2.1001306126313457,32.17195683143558,9754.235499999999,,
^GSPC,2020-02-14,9489.86,9854.36,9437.63,9757.13,9757.13,9097625,2.8163745302881127,44.690985710148645,9752.195,,
^GSPC,2020-02-17,9757.13,9837.87,9719.29,9732.81,9732.81,3875194,-0.2492536227353681,44.390662428026566,9736.7735,,
^GSPC,2020-02-18,9732.81,9783.86,9622.99,9671.01,9671.01,7498471,-0.6349656471255405,48.75880439933977,9710.2245,,
^GSPC,2020-02-19,9671.01,9693.23,9395.42,9467.57,9467.57,1768424,-2.103606551952697,37.65482891847263,9679.9195,,
^GSPC,2020-02-20,9467.57,9519.76,9299.16,9345.64,9345.64,8546181,-1.2878700659197717,40.49603244370991,9645.3925,,
^GSPC,2020-02-21,9345.64,9439.03,9024.89,9101.4,9101.4,1061534,-2.6134111735525822,36.73656005444025,9591.1795,,
^GSPC,2020-02-24,9101.4,9180.43,8949.6,8994.06,8994.06,7226283,-1.179378996637881,36.01847315033929,9542.393,,
^GSPC,2020-02-25,8994.06,9011.91,8937.49,8976.05,8976.05,9809826,-0.20024327167041944,35.59901340793098,9493.244499999999,,
^GSPC,2020-02-26,8976.05,8986.0,8922.78,8985.98,8985.98,8384390,0.11062772600420878,30.30464124632067,9456.7145,,
^GSPC,2020-02-27,8985.98,9048.14,8818.57,8850.64,8850.64,5623173,-1.5061239842510288,31.56051308052284,9403.213500000002,,
^GSPC,2020-02-28,8850.64,8904.06,8597.7,8677.57,8677.57,4625230,-1.9554518091347006,29.82021420115082,9353.592999999999,,
^GSPC,2020-03-02,8677.57,8731.77,8591.4,8632.38,8632.38,9507783,-0.5207679108321872,26.360283244703083,9305.194,,
^GSPC,2020-03-03,8632.38,8704.74,8553.46,8581.42,8581.42,8543184,-0.5903354578922548,28.491471858338755,9257.739,,
^GSPC,2020-03-04,8581.42,8633.29,8528.01,8583.81,8583.81,9417455,0.02785086850427554,19.081645884946298,9210.2765,,
^GSPC,2020-03-05,8583.81,8862.78,8529.7,8806.15,8806.15,1006362,2.5902250865291743,16.521861578539742,9166.089,,
^GSPC,2020-03-06,8806.15,8872.68,8726.81,8760.18,8760.18,6285254,-0.5220215417634178,16.273795901383536,9129.9255,,
^GSPC,2020-03-09,8760.18,8805.33,8672.62,8735.71,8735.71,8518727,-0.2793321598414722,16.70629778872575,9096.185,,
^GSPC,2020-03-10,8735.71,8810.28,8679.48,8730.73,8730.73,6009561,-0.05700738692103746,19.45513033096769,9058.738,9476.653,
^GSPC,2020-03-11,8730.73,8794.8,8665.0,8753.57,8753.57,830926,0.26160469972156264,23.25959514755165,9031.6835,9455.774599999999,
^GSPC,2020-03-12,8753.57,8774.41,8486.16,8557.13,8557.13,2096054,-2.244112973335455,24.30919406761258,8985.047,9427.641,
^GSPC,2020-03-13,8557.13,8584.22,8500.35,8525.97,8525.97,149229,-0.36414078084591184,26.192922316369817,8923.489,9401.4554,
^GSPC,2020-03-16,8525.97,8753.26,8460.85,8721.47,8721.47,1856917,2.292994228222711,39.032208033914074,8872.922,9374.1888,
^GSPC,2020-03-17,8721.47,8818.6,8712.77,8796.09,8796.09,905134,0.8555897113674771,42.25109567687125,8829.176,9353.6876,
^GSPC,2020-03-18,8796.09,9101.71,8749.04,9051.87,9051.87,7877959,2.9078829343492485,57.476722325018066,8808.391,9342.1464,
^GSPC,2020-03-19,9051.87,9139.01,8727.93,8805.71,8805.71,3419914,-2.7194380829596687,54.51578798985055,8781.394499999999,9329.6386,
^GSPC,2020-03-20,8805.71,8881.68,8759.51,8768.73,8768.73,1711267,-0.4199547793420355,54.83308402866887,8764.761,9315.5362,
^GSPC,2020-03-23,8768.73,8853.69,8620.41,8680.92,8680.92,9862394,-1.0013992904331581,53.43710274691869,8749.104,9299.7038,
^GSPC,2020-03-24,8680.92,8745.94,8557.09,8634.22,8634.22,9776350,-0.5379614142279943,51.68962627786157,8732.0125,9283.929,
^GSPC,2020-03-25,8634.22,8706.34,8434.39,8457.31,8457.31,5112837,-2.0489401474597546,37.940428121024425,8705.579,9261.5344,
^GSPC,2020-03-26,8457.31,8487.2,8345.93,8363.23,8363.23,9740339,-1.1124104472935215,36.71901661503048,8681.208499999999,9231.8234,
